D,L,P,G,X,DH,CHF,T
0.0108,2,13720,1001,0.218,703,1267,199.89
0.0108,2,13720,1001,0.241,618,1186,218.88
0.0108,2,13720,1001,0.265,517,1088,240.86
0.0108,2,13720,1001,0.284,430,1000,259.16
0.0108,2,13720,1001,0.302,324,885,280.49
0.0108,2,13720,995,0.333,215,783,300.99
0.0108,2,13720,995,0.379,98,694,320.84
0.0108,2,13720,1095,0.149,885,1535,158.07
0.0108,2,13720,1095,0.158,793,1418,179.38
0.0108,2,13720,1095,0.167,703,1302,199.89
0.0108,2,13720,1095,0.193,616,1221,219.33
0.0108,2,13720,1095,0.215,527,1123,238.72
0.0108,2,13720,1095,0.251,425,1033,260.19
0.0108,2,13720,1095,0.279,324,930,280.49
0.0108,2,13720,1095,0.311,221,836,299.91
0.0108,2,13720,1083,0.351,98,710,320.84
0.0108,2,13720,1511,0.042,887,1884,157.6
0.0108,2,13720,1511,0.069,795,1756,178.92
0.0108,2,13720,1511,0.081,710,1616,198.31
0.0108,2,13720,1511,0.108,611,1477,220.43
0.0108,2,13720,1511,0.127,525,1349,239.15
0.0108,2,13720,1511,0.146,425,1186,260.19
0.0108,2,13720,1511,0.179,324,1065,280.49
0.0108,2,13720,1526,0.203,221,923,299.91
0.0108,2,13720,1517,0.26,98,793,320.84
0.0108,2,13720,2002,0.129,324,1256,280.49
0.0108,2,13720,2014,0.152,221,1067,299.91
0.0108,2,13720,2742,0.032,520,2046,240.22
0.0108,2,13720,2717,0.065,425,1825,260.19
0.0108,2,13720,2778,0.084,329,1581,279.51
0.0108,2,13720,2717,0.088,324,1546,280.49
0.0108,2,13720,2751,0.111,221,1290,299.91
0.0108,2,13720,2748,0.116,218,1302,300.45
0.0108,2,13720,2739,0.165,104,1073,319.89
0.0108,3,13720,498,0.478,1138,737,98.21
0.0108,3,13720,498,0.514,1052,716,118.71
0.0108,3,13720,498,0.522,969,683,138.36
0.0108,3,13720,498,0.546,885,658,158.07
0.0108,3,13720,498,0.552,797,622,178.46
0.0108,3,13720,498,0.58,703,594,199.89
0.0108,3,13720,498,0.578,616,555,219.33
0.0108,3,13720,498,0.575,520,511,240.22
0.0108,3,13720,498,0.581,425,473,260.19
0.0108,3,13720,498,0.579,324,427,280.49
0.0108,3,13720,498,0.566,215,374,300.99
0.0108,3,13720,498,0.572,98,324,320.84
0.0108,3,13720,995,0.252,1145,1267,96.54
0.0108,3,13720,989,0.256,1060,1186,116.81
0.0108,3,13720,989,0.273,971,1119,137.89
0.0108,3,13720,989,0.279,880,1046,159.23
0.0108,3,13720,989,0.292,797,986,178.46
0.0108,3,13720,989,0.316,703,928,199.89
0.0108,3,13720,989,0.336,616,871,219.33
0.0108,3,13720,989,0.355,520,804,240.22
0.0108,3,13720,989,0.36,425,728,260.19
0.0108,3,13720,989,0.376,329,659,279.51
0.0108,3,13720,989,0.383,215,567,300.99
0.0108,3,13720,989,0.418,98,497,320.84
0.0108,3,13720,1520,0.179,880,1459,159.23
0.0108,3,13720,1544,0.211,712,1300,197.86
0.0108,3,13720,1508,0.229,611,1163,220.43
0.0108,3,13720,1508,0.247,522,1072,239.79
0.0108,3,13720,1508,0.268,425,973,260.19
0.0108,3,13720,1508,0.289,318,862,281.66
0.0108,3,13720,1514,0.317,210,764,301.89
0.0108,3,13720,1514,0.331,104,640,319.89
0.0108,3,13720,2002,0.103,707,1467,198.99
0.0108,3,13720,2002,0.119,616,1338,219.33
0.0108,3,13720,1996,0.137,522,1204,239.79
0.0108,3,13720,1996,0.166,425,1088,260.19
0.0108,3,13720,1996,0.221,321,1012,281.07
0.0108,3,13720,1996,0.248,218,889,300.45
0.0108,3,13720,2005,0.251,98,681,320.84
0.0108,3,13720,2781,0.093,517,1546,240.86
0.0108,3,13720,2781,0.107,423,1352,260.61
0.0108,3,13720,2781,0.141,318,1189,281.66
0.0108,3,13720,2781,0.165,215,1007,300.99
0.0108,3,13720,2781,0.204,104,835,319.89
0.01075,4,13720,499,0.585,329,324,279.51
0.01075,4,13720,499,0.565,215,281,300.99
0.01075,4,13720,1004,0.23,1401,1103,35.01
0.01075,4,13720,1010,0.217,1304,1038,58.38
0.01075,4,13720,1010,0.243,1220,1001,78.57
0.01075,4,13720,1010,0.255,1145,958,96.54
0.01075,4,13720,1010,0.244,1056,890,117.76
0.01075,4,13720,1010,0.274,969,853,138.36
0.01075,4,13720,1010,0.284,885,805,158.07
0.01075,4,13720,1010,0.3,797,758,178.46
0.01075,4,13720,1010,0.302,712,702,197.86
0.01075,4,13720,1010,0.359,616,681,219.33
0.01075,4,13720,1010,0.387,522,639,239.79
0.01075,4,13720,1010,0.41,425,590,260.19
0.01075,4,13720,1010,0.431,324,539,280.49
0.01075,4,13720,1010,0.44,221,479,299.91
0.01075,4,13720,1010,0.455,98,407,320.84
0.01075,4,13720,1519,0.121,1140,1290,97.74
0.01075,4,13720,1519,0.133,1056,1209,117.76
0.01075,4,13720,1519,0.143,971,1139,137.89
0.01075,4,13720,1519,0.141,883,1049,158.53
0.01075,4,13720,1519,0.171,793,992,179.38
0.01075,4,13720,1519,0.172,707,907,198.99
0.01075,4,13720,1519,0.213,616,861,219.33
0.01075,4,13720,1519,0.225,522,781,239.79
0.01075,4,13720,1531,0.25,425,718,260.19
0.01075,4,13720,1525,0.268,329,638,279.51
0.01075,4,13720,1525,0.302,218,566,300.45
0.01075,4,13720,1525,0.35,98,496,320.84
0.01075,4,13720,2042,0.187,527,1001,238.72
0.01075,4,13720,2042,0.186,425,861,260.19
0.01075,4,13720,2042,0.215,329,775,279.51
0.01075,4,13720,2020,0.236,215,650,300.99
0.01075,4,13720,2020,0.287,98,566,320.84
0.01075,4,13720,2804,0.148,428,1110,259.58
0.01075,4,13720,2801,0.176,329,985,279.51
0.01075,4,13720,2801,0.202,218,837,300.45
0.01075,4,13720,2773,0.256,104,725,319.89
0.01075,5,13720,499,0.597,213,232,301.35
0.01075,5,13720,1014,0.424,527,537,238.72
0.01075,5,13720,1014,0.437,425,490,260.19
0.01075,5,13720,1014,0.449,318,440,281.66
0.01075,5,13720,1014,0.45,221,390,299.91
0.01075,5,13720,1014,0.419,98,303,320.84
0.01075,5,13720,1525,0.353,215,495,300.99
0.01075,5,13720,2020,0.215,520,816,240.22
0.01075,5,13720,2020,0.226,430,733,259.16
0.01075,5,13720,2039,0.246,326,653,280.1
0.01075,5,13720,2030,0.257,221,552,299.91
0.01075,5,13720,2030,0.298,101,471,320.37
0.01075,5,13720,2027,0.273,215,564,300.99
0.01075,5,13720,2828,0.248,215,747,300.99
0.0108,5.8,13720,1007,0.459,662,541,209.1
0.0108,5.8,13720,1007,0.433,611,505,220.43
0.0108,5.8,13720,1007,0.437,579,491,227.45
0.0108,5.8,13720,1007,0.437,525,467,239.15
0.0108,5.8,13720,1007,0.398,474,424,249.99
0.0108,5.8,13720,1007,0.423,430,416,259.16
0.0108,5.8,13720,1007,0.421,385,393,268.36
0.0108,5.8,13720,1007,0.433,334,377,278.53
0.0108,5.8,13720,1007,0.419,281,346,288.77
0.0108,5.8,13720,1010,0.419,215,318,300.99
0.0108,5.8,13720,1007,0.395,158,279,310.99
0.0108,5.8,13720,1013,0.404,122,267,316.99
0.0108,5.8,13720,1013,0.416,92,259,321.79
0.0108,5.8,13720,1010,0.397,67,236,325.62
0.0108,5.8,13720,1010,0.393,35,218,330.3
0.0108,5.8,13720,1508,0.34,378,525,269.77
0.0108,5.8,13720,1483,0.337,344,493,276.56
0.0108,5.8,13720,1483,0.349,321,484,281.07
0.0108,5.8,13720,1508,0.356,276,467,289.72
0.0108,5.8,13720,1501,0.366,221,434,299.91
0.0108,5.8,13720,1492,0.362,164,391,309.96
0.0108,5.8,13720,1486,0.355,128,360,316.01
0.0108,5.8,13720,1486,0.371,95,348,321.32
0.0108,5.8,13720,1489,0.373,70,332,325.17
0.0108,5.8,13720,1492,0.367,41,308,329.44
0.0108,5.8,13720,1993,0.314,215,522,300.99
0.0108,5.8,13720,1993,0.316,158,472,310.99
0.0108,5.8,13720,1984,0.335,122,454,316.99
0.0108,5.8,13720,1984,0.337,98,434,320.84
0.0108,5.8,13720,1990,0.342,48,390,328.43
0.01075,6,13720,499,0.556,522,252,239.79
0.01075,6,13720,499,0.563,425,232,260.19
0.01075,6,13720,499,0.563,321,209,281.07
0.01075,6,13720,499,0.578,215,190,300.99
0.01075,6,13720,499,0.606,98,170,320.84
0.01075,6,13720,1010,0.446,425,411,260.19
0.01075,6,13720,1010,0.434,324,361,280.49
0.01075,6,13720,1010,0.429,221,314,299.91
0.01075,6,13720,1010,0.422,98,254,320.84
0.01075,6,13720,1528,0.237,975,836,136.95
0.01075,6,13720,1531,0.241,883,779,158.53
0.01075,6,13720,1537,0.261,797,738,178.46
0.01075,6,13720,1537,0.284,705,694,199.44
0.01075,6,13720,1531,0.299,621,645,218.22
0.01075,6,13720,1531,0.306,522,584,239.79
0.01075,6,13720,1531,0.316,425,528,260.19
0.01075,6,13720,1531,0.353,324,487,280.49
0.01075,6,13720,1537,0.37,221,432,299.91
0.01075,6,13720,1537,0.383,98,358,320.84
0.01075,6,13720,2027,0.241,522,711,239.79
0.01075,6,13720,2020,0.259,420,636,261.22
0.01075,6,13720,2020,0.273,324,564,280.49
0.01075,6,13720,2027,0.296,221,498,299.91
0.01075,6,13720,2027,0.326,98,416,320.84
0.01075,6,13720,2773,0.219,430,830,259.16
0.01075,6,13720,2770,0.235,318,715,281.66
0.01075,6,13720,2783,0.254,221,628,299.91
0.01075,6,13720,2783,0.279,104,516,319.89
0.0151,6,13720,506,0.543,1140,557,97.74
0.0151,6,13720,508,0.54,1056,531,117.76
0.0151,6,13720,508,0.552,971,508,137.89
0.0151,6,13720,508,0.544,885,477,158.07
0.0151,6,13720,508,0.546,797,452,178.46
0.0151,6,13720,509,0.54,707,422,198.99
0.0151,6,13720,509,0.536,616,391,219.33
0.0151,6,13720,509,0.545,522,365,239.79
0.0151,6,13720,509,0.531,425,330,260.19
0.0151,6,13720,509,0.522,324,295,280.49
0.0151,6,13720,509,0.514,215,258,300.99
0.0151,6,13720,531,0.503,98,226,320.84
0.0151,6,13720,781,0.351,971,671,137.89
0.0151,6,13720,773,0.386,885,640,158.07
0.0151,6,13720,773,0.412,797,612,178.46
0.0151,6,13720,773,0.43,707,580,198.99
0.0151,6,13720,773,0.467,616,554,219.33
0.0151,6,13720,773,0.47,522,512,239.79
0.0151,6,13720,771,0.471,425,466,260.19
0.0151,6,13720,771,0.476,324,419,280.49
0.0151,6,13720,771,0.468,215,365,300.99
0.0151,6,13720,771,0.446,98,296,320.84
0.0151,6,13720,1024,0.308,797,738,178.46
0.0151,6,13720,1026,0.329,707,697,198.99
0.0151,6,13720,1026,0.343,616,650,219.33
0.0151,6,13720,1026,0.365,522,605,239.79
0.0151,6,13720,1026,0.388,425,560,260.19
0.0151,6,13720,1027,0.411,324,512,280.49
0.0151,6,13720,1027,0.43,215,459,300.99
0.0151,6,13720,1027,0.432,98,384,320.84
0.0151,6,13720,1429,0.207,616,766,219.33
0.0151,6,13720,1418,0.237,522,708,239.79
0.0151,6,13720,1417,0.264,425,654,260.19
0.0151,6,13720,1418,0.287,324,589,280.49
0.0151,6,13720,1418,0.309,215,508,300.99
0.0151,6,13720,1545,0.198,522,735,239.79
0.0151,6,13720,1545,0.229,425,673,260.19
0.0151,6,13720,1547,0.256,324,605,280.49
0.0151,6,13720,1547,0.289,215,539,300.99
0.0151,6,13720,1916,0.227,324,708,280.49
0.0151,6,13720,1924,0.263,215,632,300.99
0.0151,6,13720,1902,0.284,158,584,310.99
0.0151,6,13720,1913,0.292,98,525,320.84
0.0151,6,13720,2310,0.256,215,738,300.99
0.0151,6,13720,2310,0.258,158,664,310.99
0.0151,6,13720,2312,0.287,98,618,320.84
0.00581,1,14710,1499,0.006,1175,2555,98.48
0.00581,1,14710,1499,0.029,1097,2434,117.09
0.00581,1,14710,1499,0.055,1010,2306,137.7
0.00581,1,14710,1499,0.06,917,2121,159.53
0.00581,1,14710,1499,0.092,836,2011,178.31
0.00581,1,14710,1499,0.106,742,1845,199.76
0.00581,1,14710,1499,0.129,657,1718,218.78
0.00581,1,14710,1499,0.17,566,1609,238.65
0.00581,1,14710,1499,0.184,464,1424,260.17
0.00581,1,14710,1499,0.227,367,1315,279.75
0.00581,1,14710,1499,0.239,254,1104,301.14
0.00581,1,14710,1499,0.287,143,971,320.2
0.00581,1,14710,3353,-0.1,1175,5188,98.48
0.00581,1,14710,3353,-0.079,1095,4900,117.56
0.00581,1,14710,3353,-0.063,1006,4555,138.65
0.00581,1,14710,3353,-0.04,923,4274,158.13
0.00581,1,14710,3353,-0.022,836,3942,178.31
0.00581,1,14710,3353,0.003,746,3635,198.86
0.00581,1,14710,3353,0.023,659,3322,218.34
0.00581,1,14710,3353,0.051,556,2970,240.8
0.00581,1,14710,3353,0.078,469,2683,259.14
0.00581,1,14710,3353,0.112,362,2344,280.73
0.00581,1,14710,3353,0.153,254,2044,301.14
0.00581,1,14710,3353,0.188,131,1622,322.11
0.00581,1,14710,5030,-0.116,1099,7105,116.61
0.00581,1,14710,5030,-0.103,1014,6594,136.76
0.00581,1,14710,5030,-0.08,921,6089,158.6
0.00581,1,14710,5030,-0.071,836,5546,178.31
0.00581,1,14710,5030,-0.035,751,5200,197.73
0.00581,1,14710,5030,-0.019,655,4639,219.22
0.00581,1,14710,5030,0.018,561,4242,239.72
0.00581,1,14710,4998,0.05,466,3776,259.76
0.00581,1,14710,4998,0.062,362,3123,280.73
0.00581,1,14710,4998,0.11,257,2741,300.59
0.00581,1,14710,4998,0.158,134,2216,321.64
0.00578,2,14710,1493,0.148,1181,1424,97.05
0.00578,2,14710,1493,0.169,1095,1354,117.56
0.00578,2,14710,1493,0.18,1012,1280,137.23
0.00578,2,14710,1493,0.212,923,1219,158.13
0.00578,2,14710,1493,0.233,836,1149,178.31
0.00578,2,14710,1493,0.259,751,1088,197.73
0.00578,2,14710,1493,0.27,652,999,219.89
0.00578,2,14710,1493,0.305,561,940,239.72
0.00578,2,14710,1493,0.308,464,842,260.17
0.00578,2,14710,1493,0.34,367,774,279.75
0.00578,2,14710,1493,0.351,248,662,302.22
0.00578,2,14710,1493,0.398,143,601,320.2
0.00578,2,14710,3441,0.013,1175,2927,98.48
0.00578,2,14710,3441,0.029,1095,2770,117.56
0.00578,2,14710,3441,0.052,1010,2620,137.7
0.00578,2,14710,3441,0.08,928,2488,156.96
0.00578,2,14710,3441,0.082,831,2260,179.46
0.00578,2,14710,3441,0.112,742,2116,199.76
0.00578,2,14710,3441,0.12,655,1924,219.22
0.00578,2,14710,3441,0.131,561,1725,239.72
0.00578,2,14710,3441,0.154,469,1559,259.14
0.00578,2,14710,3441,0.209,362,1440,280.73
0.00578,2,14710,3441,0.219,260,1223,300.05
0.00578,2,14710,3441,0.266,137,1040,321.16
0.00578,2,14710,4966,0,1010,3582,137.7
0.00578,2,14710,4944,0.03,928,3395,156.96
0.00578,2,14710,4944,0.051,836,3148,178.31
0.00578,2,14710,4944,0.064,746,2883,198.86
0.00578,2,14710,4997,0.084,659,2684,218.34
0.00578,2,14710,4997,0.114,561,2443,239.72
0.00578,2,14710,5050,0.145,464,2235,260.17
0.00578,2,14710,5029,0.177,362,1988,280.73
0.00578,2,14710,5029,0.207,260,1742,300.05
0.00578,2,14710,5029,0.259,137,1492,321.16
0.00578,3,14710,1493,0.235,1175,1010,98.48
0.00578,3,14710,1493,0.244,1099,964,116.61
0.00578,3,14710,1493,0.244,1006,897,138.65
0.00578,3,14710,1493,0.256,923,845,158.13
0.00578,3,14710,1493,0.267,831,790,179.46
0.00578,3,14710,1493,0.299,746,753,198.86
0.00578,3,14710,1493,0.305,655,694,219.22
0.00578,3,14710,1493,0.334,561,648,239.72
0.00578,3,14710,1493,0.366,464,604,260.17
0.00578,3,14710,1493,0.389,362,548,280.73
0.00578,3,14710,1493,0.398,260,484,300.05
0.00578,3,14710,3335,0.108,1175,2049,98.48
0.00578,3,14710,3335,0.118,1095,1938,117.56
0.00578,3,14710,3335,0.154,1008,1859,138.17
0.00578,3,14710,3335,0.141,923,1704,158.13
0.00578,3,14710,3335,0.14,836,1564,178.31
0.00578,3,14710,3335,0.174,742,1470,199.76
0.00578,3,14710,3335,0.179,655,1344,219.22
0.00578,3,14710,3335,0.203,561,1235,239.72
0.00578,3,14710,3335,0.231,459,1119,261.21
0.00578,3,14710,3335,0.243,362,989,280.73
0.00578,3,14710,3335,0.255,260,847,300.05
0.00578,3,14710,3335,0.29,137,711,321.16
0.00578,3,14710,3335,0.333,5,553,339.99
0.00578,3,14710,4997,0.078,1175,2988,98.48
0.00578,3,14710,5050,0.077,1095,2826,117.56
0.00578,3,14710,5050,0.104,1014,2698,136.76
0.00578,3,14710,5029,0.149,919,2570,159.06
0.00578,3,14710,5029,0.132,836,2337,178.31
0.00578,3,14710,5029,0.169,746,2209,198.86
0.00578,3,14710,5029,0.179,659,2035,218.34
0.00578,3,14710,5029,0.197,561,1846,239.72
0.00578,3,14710,5029,0.215,464,1660,260.17
0.00578,3,14710,5029,0.255,362,1518,280.73
0.00578,3,14710,5029,0.267,254,1294,301.14
0.00578,3,14710,5029,0.32,143,1160,320.2
0.00585,4,14710,1499,0.344,1179,831,97.52
0.00585,4,14710,1499,0.317,1095,772,117.56
0.00585,4,14710,1499,0.3,1008,715,138.17
0.00585,4,14710,1499,0.308,923,673,158.13
0.00585,4,14710,1499,0.331,831,637,179.46
0.00585,4,14710,1499,0.337,746,593,198.86
0.00585,4,14710,1499,0.345,659,552,218.34
0.00585,4,14710,1499,0.371,561,514,239.72
0.00585,4,14710,1499,0.379,459,465,261.21
0.00585,4,14710,1499,0.413,365,432,280.14
0.00585,4,14710,1499,0.422,254,379,301.14
0.00585,4,14710,1499,0.374,248,348,302.22
0.00585,4,14710,1499,0.442,137,326,321.16
0.00585,4,14710,1499,0.375,131,286,322.11
0.00585,4,14710,3308,0.165,1183,1623,96.57
0.00585,4,14710,3308,0.17,1095,1522,117.56
0.00585,4,14710,3308,0.183,1006,1431,138.65
0.00585,4,14710,3308,0.176,921,1322,158.6
0.00585,4,14710,3308,0.202,831,1247,179.46
0.00585,4,14710,3308,0.211,746,1158,198.86
0.00585,4,14710,3308,0.224,655,1066,219.22
0.00585,4,14710,3328,0.233,556,966,240.8
0.00585,4,14710,3328,0.253,464,881,260.17
0.00585,4,14710,3328,0.284,362,794,280.73
0.00585,4,14710,3328,0.293,260,689,300.05
0.00585,4,14710,3328,0.321,137,575,321.16
0.00585,4,14710,4982,0.111,1179,2326,97.52
0.00585,4,14710,4982,0.127,1095,2209,117.56
0.00585,4,14710,4982,0.134,1006,2058,138.65
0.00585,4,14710,4982,0.139,923,1920,158.13
0.00585,4,14710,4982,0.154,836,1797,178.31
0.00585,4,14710,4982,0.182,751,1697,197.73
0.00585,4,14710,4982,0.207,657,1578,218.78
0.00585,4,14710,4982,0.236,558,1456,240.37
0.00585,4,14710,4982,0.271,469,1360,259.14
0.00585,4,14710,4982,0.298,362,1221,280.73
0.00585,4,14710,4982,0.318,257,1072,300.59
0.00585,4,14710,4982,0.365,137,947,321.16
0.00585,6,14710,1499,0.39,367,281,279.75
0.00585,6,14710,1499,0.389,248,238,302.22
0.00585,6,14710,1499,0.394,143,202,320.2
0.00585,6,14710,3359,0.28,566,697,238.65
0.00585,6,14710,3359,0.299,464,633,260.17
0.00585,6,14710,3359,0.325,362,571,280.73
0.00585,6,14710,3359,0.372,248,519,302.22
0.00585,6,14710,3359,0.368,200,479,310.69
0.00585,6,14710,3359,0.386,131,436,322.11
0.00585,6,14710,5003,0.238,840,1313,177.39
0.00585,6,14710,5003,0.241,748,1206,198.41
0.00585,6,14710,4992,0.269,655,1128,219.22
0.00585,6,14710,4982,0.306,566,1065,238.65
0.00585,6,14710,5023,0.304,469,986,259.14
0.00585,6,14710,5003,0.367,357,897,281.71
0.00585,6,14710,5003,0.311,561,1069,239.72
0.00585,6,14710,5003,0.347,464,999,260.17
0.00585,6,14710,5003,0.387,254,801,301.14
0.00585,6,14710,5003,0.427,137,710,321.16
0.00585,6,14710,5034,0.473,5,597,339.99
0.0078,1.5,14710,1512,0.022,875,1744,169.3
0.0078,1.5,14710,1512,0.081,692,1511,211
0.0078,1.5,14710,1512,0.166,388,1104,275.6
0.0078,1.5,14710,1529,0.151,396,1104,274
0.00775,1.68,14710,907,0.242,831,1128,179.46
0.00775,1.68,14710,907,0.29,760,1104,195.69
0.00775,1.68,14710,907,0.282,757,1104,196.37
0.00775,1.68,14710,937,0.295,622,1000,226.49
0.00775,1.68,14710,937,0.34,424,837,268.36
0.00775,1.68,14710,937,0.353,260,674,300.05
0.00775,1.68,14710,937,0.377,254,697,301.14
0.00775,1.68,14710,1496,0.245,474,1244,258.1
0.00775,1.68,14710,1496,0.276,365,1128,280.14
0.00775,1.68,14710,1496,0.325,226,965,306.15
0.00775,1.7,14710,2026,0.054,728,1791,202.92
0.00775,1.7,14710,2003,0.088,617,1604,227.58
0.00775,1.7,14710,2003,0.106,624,1663,226.05
0.00775,1.7,14710,2003,0.129,461,1349,260.79
0.00775,1.7,14710,1991,0.176,304,1116,291.89
0.0078,2.2,14710,2035,0.283,262,1011,299.68
0.0078,2.2,14710,2093,0.27,268,1023,298.58
0.00782,0.25,14710,1018,-0.354,1175,6403,98.48
0.00782,0.25,14710,1018,-0.319,1099,6081,116.61
0.00782,0.25,14710,1018,-0.305,1014,5512,136.76
0.00782,0.25,14710,1018,-0.252,919,5210,159.06
0.00782,0.25,14710,1018,-0.217,840,4868,177.39
0.00782,0.25,14710,1018,-0.196,751,4356,197.73
0.00782,0.25,14710,1018,-0.14,650,4015,220.33
0.00782,0.25,14710,1018,-0.124,556,3428,240.8
0.00782,0.25,14710,1018,-0.1,454,2822,262.24
0.00782,0.25,14710,1018,-0.063,367,2443,279.75
0.00782,0.25,14710,1504,-0.497,1183,7843,96.57
0.00782,0.25,14710,1504,-0.489,1099,6933,116.61
0.00782,0.25,14710,1504,-0.437,1010,6517,137.7
0.00782,0.25,14710,1504,-0.401,919,5910,159.06
0.00782,0.25,14710,1504,-0.372,840,5342,177.39
0.00782,0.25,14710,1504,-0.309,746,5000,198.86
0.00782,0.25,14710,1504,-0.251,659,4717,218.34
0.00782,0.25,14710,1504,-0.189,561,4319,239.72
0.00782,0.25,14710,1504,-0.151,464,3656,260.17
0.00782,0.25,14710,1504,-0.107,367,3087,279.75
0.00782,0.25,14710,1504,-0.038,254,2633,301.14
0.00782,0.25,14710,1990,-0.458,919,6915,159.06
0.00782,0.25,14710,1990,-0.415,840,6383,177.39
0.00782,0.25,14710,1990,-0.358,751,5930,197.73
0.00782,0.25,14710,1990,-0.303,659,5398,218.34
0.00782,0.25,14710,1990,-0.246,561,4831,239.72
0.00782,0.25,14710,1990,-0.181,459,4281,261.21
0.00782,0.25,14710,1990,-0.128,362,3675,280.73
0.00782,0.25,14710,1990,-0.069,254,2973,301.14
0.00782,0.25,14710,3002,-0.291,561,6175,239.72
0.00782,0.25,14710,3002,-0.226,464,5512,260.17
0.00782,0.25,14710,3002,-0.163,362,4698,280.73
0.00802,1.57,14710,2689,0.083,429,1770,267.35
0.00802,1.57,14710,2722,0.141,265,1450,299.13
0.00802,1.57,14710,2717,0.206,73,1019,330.89
0.00802,1.57,14710,3179,-0.015,751,2960,197.73
0.00802,1.57,14710,3184,0.002,655,2660,219.22
0.00802,1.57,14710,3173,0.05,508,2280,251
0.00802,1.57,14710,3190,0.088,362,1860,280.73
0.00802,1.57,14710,3195,0.145,197,1450,311.21
0.00802,1.57,14710,3190,0.194,73,1150,330.89
0.00787,3,14710,1000,0.303,1183,971,96.57
0.00787,3,14710,1000,0.312,1095,921,117.56
0.00787,3,14710,1000,0.326,1010,874,137.7
0.00787,3,14710,1000,0.338,919,824,159.06
0.00787,3,14710,1000,0.352,836,780,178.31
0.00787,3,14710,1000,0.364,746,730,198.86
0.00787,3,14710,1000,0.385,659,688,218.34
0.00787,3,14710,1000,0.397,556,629,240.8
0.00787,3,14710,1000,0.404,459,571,261.21
0.00787,3,14710,1000,0.434,362,530,280.73
0.00787,3,14710,1000,0.465,260,486,300.05
0.00787,3,14710,1000,0.484,137,418,321.16
0.00787,3,14710,1000,0.505,80,395,329.88
0.00787,3,14710,1519,0.16,1179,1329,97.52
0.00787,3,14710,1519,0.168,1091,1249,118.51
0.00787,3,14710,1519,0.179,1006,1178,138.65
0.00787,3,14710,1519,0.188,836,1018,178.31
0.00787,3,14710,1519,0.184,919,1096,159.06
0.00787,3,14710,1519,0.208,742,946,199.76
0.00787,3,14710,1519,0.231,655,885,219.22
0.00787,3,14710,1519,0.265,566,833,238.65
0.00787,3,14710,1519,0.296,464,766,260.17
0.00787,3,14710,1519,0.313,357,679,281.71
0.00787,3,14710,1519,0.332,254,597,301.14
0.00787,3,14710,1519,0.352,140,507,320.68
0.00787,3,14710,1519,0.376,73,464,330.89
0.00787,3,14710,1999,0.094,1175,1653,98.48
0.00787,3,14710,1999,0.103,1091,1557,118.51
0.00787,3,14710,1999,0.12,1010,1472,137.7
0.00787,3,14710,1999,0.135,923,1381,158.13
0.00787,3,14710,1999,0.135,836,1267,178.31
0.00787,3,14710,1999,0.142,751,1167,197.73
0.00787,3,14710,1999,0.17,650,1076,220.33
0.00787,3,14710,1999,0.182,561,979,239.72
0.00787,3,14710,1999,0.203,464,881,260.17
0.00787,3,14710,1999,0.239,362,800,280.73
0.00787,3,14710,1999,0.265,248,691,302.22
0.00787,3,14710,1999,0.291,137,582,321.16
0.00787,3,14710,1999,0.314,67,516,331.75
0.00787,3,14710,3010,0.09,923,1991,158.13
0.00787,3,14710,3010,0.095,836,1829,178.31
0.00787,3,14710,3010,0.116,746,1697,198.86
0.00787,3,14710,3010,0.118,659,1536,218.34
0.00787,3,14710,3016,0.137,556,1376,240.8
0.00787,3,14710,3016,0.156,459,1224,261.21
0.00787,3,14710,3016,0.195,360,1114,281.12
0.00787,3,14710,3010,0.22,254,961,301.14
0.00787,3,14710,2993,0.252,131,781,322.11
0.00787,3,14710,2998,0.278,73,718,330.89
0.00787,6,14710,1000,0.394,1431,596,36.94
0.00787,6,14710,1000,0.404,1343,571,58.15
0.00787,6,14710,1000,0.42,1263,551,77.39
0.00787,6,14710,1000,0.437,1183,530,96.57
0.00787,6,14710,1000,0.439,1141,517,106.6
0.00787,6,14710,1000,0.453,1099,508,116.61
0.00787,6,14710,1000,0.432,1057,488,126.59
0.00787,6,14710,1000,0.439,1006,473,138.65
0.00787,6,14710,1000,0.455,967,466,147.83
0.00787,6,14710,1000,0.455,923,452,158.13
0.00787,6,14710,1000,0.469,875,441,169.3
0.00787,6,14710,1000,0.455,840,425,177.39
0.00787,6,14710,1000,0.462,796,414,187.49
